BDCODTPLA,PLANO DE CONTAS,NUMERO CONTA,NOME CONTA,PARÂMETRO DA SIMULAÇÃO CORRESPONDENTE
964,964,3.11.01.07.01.15,(-) COFINS,
966,966,3.11.01.07.01.17,(-) Arrendamento Mercantil,Receita Total
968,968,3.11.01.07.01.19,(-) Despesas com Veículos e de Conservação de Bens e Instalações,Despesas Operacionais
974,974,3.11.01.07.01.25,(-) Perdas em Operações de Crédito,
984,984,3.11.01.07.01.35,(-) Bens de Pequeno Valor Unitário ou de Vida Útil de até um Ano Deduzidos como Despesa,Despesas Operacionais
985,985,3.11.01.07.01.36,(-) Despesas com Energia Elétrica,Despesas Operacionais
986,986,3.11.01.07.01.37,(-) Despesas com Água e Esgoto,Despesas Operacionais
987,987,3.11.01.07.01.38,(-) Despesas com Telefone e Internet,Despesas Operacionais
988,988,3.11.01.07.01.39,(-) Despesas com Correios e Malotes,Despesas Operacionais
989,989,3.11.01.07.01.40,(-) Despesas com Seguros,Despesas Operacionais
990,990,3.11.01.09,OUTRAS DESPESAS OPERACIONAIS,Despesas Operacionais
991,991,3.11.01.09.01,OUTRAS DESPESAS OPERACIONAIS DA ATIVIDADE RURAL,Despesas Operacionais
993,993,3.11.01.09.01.02,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",Receita Total
995,995,3.11.01.09.01.04,(-) Despesas de Juros sobre o Capital Próprio,Despesas Operacionais
996,996,3.11.01.09.01.05,(-) Despesas de Remuneração de Debêntures,Folha Total
998,998,3.11.01.09.01.07,(-) Despesas Financeiras Relativas à Arrendamento Mercantil Financeiro,Receita Total
999,999,3.11.01.09.01.08,(-) Outras Despesas Financeiras,Despesas Operacionais
1004,1004,3.11.01.09.01.13,(-) Despesas de Reclassificação de Ajustes de Avaliação Patrimonial,Despesas Operacionais
1005,1005,3.11.01.09.01.14,(-) Despesas de Reclassificação de Ajustes de Avaliação Patrimonial -Reflexo,Despesas Operacionais
1006,1006,3.11.01.09.01.15,(-) Despesas Financeiras Decorrentes dos Ajustes ao Valor Presente,Despesas Operacionais
1011,1011,3.11.01.09.01.20,(-) Despesas com Empréstimos de Valores Mobiliários,Despesas Operacionais
1012,1012,3.11.01.09.01.21,(-) Despesas com Corretagem e Emolumentos,Despesas Operacionais
1013,1013,3.11.01.09.01.22,(-) Despesas  com Deságio na Cessão de Títulos,Despesas Operacionais
1014,1014,3.11.01.09.01.23,(-) Despesas Incorridas em Operações de Mútuo ? Parte Relacionada,Despesas Operacionais
1015,1015,3.11.01.09.01.24,(-) Despesas Incorridas em Operações de Mútuo ? Parte Não Relacionada,Despesas Operacionais
1016,1016,3.11.01.09.01.25,(-) Despesas Incorridas  em Outros Passivos Financeiros Mensurados Pelo Custo Amortizado,Despesas Operacionais
1018,1018,3.11.01.09.01.27,(-) Perda de Ajuste a Valor Justo - Instrumentos Financeiros  Disponíveis para Venda - Reclassificaç,Receita Total
1025,1025,3.11.01.09.01.34,(-) Perda de Ajuste a Valor Justo - Ativos Não Circulantes Mantidos para Venda,Receita Total
1031,1031,3.11.01.09.01.99,(-) Outras Despesas Operacionais,Despesas Operacionais
1032,1032,3.11.01.11,"OUTRAS RECEITAS, OUTRAS DESPESAS E RESULTADO DE OPERAÇÕES DESCONTINUADAS",Receita Total
1033,1033,3.11.01.11.01,"OUTRAS RECEITAS, OUTRAS DESPESAS E RESULTADO DE OPERAÇÕES DESCONTINUADAS DAS ATIVIDADES EM GERAL",Receita Total
14,14,1.01.01.05.02,Títulos Disponíveis para Venda - No País,Receita Total
31,31,1.01.01.09.02,Títulos Disponíveis para Venda - No Exterior,Receita Total
49,49,1.01.02,CRÉDITOS,
62,62,1.01.02.02.52,(-) Perdas Estimadas em Créditos de Liquidação Duvidosa - Duplicatas a Receber ,
68,68,1.01.02.03.03,PIS  a Recuperar - Crédito Básico,
69,69,1.01.02.03.04,PIS  a Recuperar - Crédito Presumido,
70,70,1.01.02.03.05,COFINS  a Recuperar - Crédito Básico,
71,71,1.01.02.03.06,COFINS  a Recuperar - Crédito Presumido,
77,77,1.01.02.04.01,Imposto de Renda Retido na Fonte (IRRF),Receita Total
83,83,1.01.02.04.07,PIS/PASEP Retido na Fonte,
84,84,1.01.02.04.08,PIS/PASEP a Compensar,
85,85,1.01.02.04.09,COFINS Retida na Fonte,
86,86,1.01.02.04.10,COFINS  a Compensar,
98,98,1.01.02.09,OUTROS CRÉDITOS ? CIRCULANTE,
107,107,1.01.02.09.10,Demais Créditos a Receber - Circulante,
111,111,1.01.02.09.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP)  ?  Outros Créditos - Circulante,
112,112,1.01.02.09.55,(-) Perdas Estimadas por Redução ao Valor Recuperável (Impairment) - Outros Créditos - Circulante,
113,113,1.01.02.09.70,Subconta - Ajuste a Valor Justo ? Outros Créditos - Circulante,
116,116,1.01.03.01.01,Mercadorias para Revenda,Receita Mercadorias
132,132,1.01.03.03.02,Imóveis Adquiridos para Revenda - Atividade Imobiliária,Receita Mercadorias
134,134,1.01.03.03.04,Imóveis  à Venda - Atividade Imobiliária,Receita Total
135,135,1.01.03.03.05,Construções em Andamento de Imóveis Destinados à Venda,Receita Total
172,172,1.01.05,DESPESAS DO EXERCÍCIO SEGUINTE,Despesas Operacionais
173,173,1.01.05.01,DESPESAS DO EXERCÍCIO SEGUINTE,Despesas Operacionais
177,177,1.01.05.01.09,Outros Custos e Despesas Pagos Antecipadamente,Despesas Operacionais
185,185,1.01.10.02,ATIVO BIOLÓGICO AVALIADO PELO CUSTO - CIRCULANTE,
186,186,1.01.10.02.01,Ativo Biológico Consumível - Origem Animal - Pelo Custo,
187,187,1.01.10.02.02,Ativo Biológico Consumível - Origem Vegetal - Pelo Custo,
189,189,1.01.10.02.75,Subconta ? Ajuste a Valor Presente (AVP) -  Ativos Biológicos Consumíveis  - Pelo Custo,
190,190,1.01.11,ATIVO NÃO CIRCULANTE MANTIDO PARA VENDA,Receita Total
191,191,1.01.11.01,ATIVO NÃO CIRCULANTE MANTIDO PARA VENDA,Receita Total
192,192,1.01.11.01.01,Ativo Não Circulante Mantido Para Venda,Receita Total
194,194,1.01.11.01.70,Subconta - Ajuste a Valor Justo ? Ativo Não Circulante Mantido para Venda,Receita Total
195,195,1.01.11.01.75,Subconta ? Ajuste a Valor Presente (AVP) -  Ativo Não Circulante Mantido para Venda,Receita Total
196,196,1.01.11.01.90,Subconta ? Adoção Inicial -  Ativo Não circulante Mantido para Venda,Receita Total
199,199,1.02.01.01,CRÉDITOS E VALORES - LONGO PRAZO,
204,204,1.02.01.01.07,Títulos Patrimoniais Avaliados pelo Custo - Longo Prazo,
207,207,1.02.01.01.19,(-) Outras Contas Retificadoras ? Créditos e Valores - Longo Prazo,
211,211,1.02.01.01.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Créditos ?Longo Prazo,
212,212,1.02.01.01.52,(-) Perdas Estimadas em Créditos de Liquidação Duvidosa ?  Longo Prazo,
213,213,1.02.01.01.55,( - ) Perdas  por Redução ao Valor Recuperável (Impairment) - Créditos e Valores - Longo Prazo,
214,214,1.02.01.01.70,Subconta - Ajuste a Valor Justo - Créditos ?Longo Prazo,
215,215,1.02.01.01.90,Subconta ? Adoção Inicial -  Créditos e Valores ? Longo Prazo,
218,218,1.02.01.02.02,Títulos Disponíveis para Venda - No País - Longo Prazo,Receita Total
229,229,1.02.01.03.02,Títulos Disponíveis para Venda - No Exterior - Longo Prazo,Receita Total
236,236,1.02.01.05.01,Créditos Fiscais CSLL - Diferenças Temporárias e Base de Cálculo Negativa - Longo Prazo,
237,237,1.02.01.05.02,Créditos Fiscais IRPJ - Diferenças Temporárias e Prejuízos Fiscais - Longo Prazo,
238,238,1.02.01.07,CRÉDITOS EM CONTENCIOSO - LONGO PRAZO,
240,240,1.02.01.07.10,Outros Créditos em Contencioso - Longo Prazo,
241,241,1.02.01.07.55,( - ) Perdas  por Redução ao Valor Recuperável (Impairment) -  Créditos em Contencioso ? Longo Prazo,
245,245,1.02.01.08.03,PIS  a Recuperar - Crédito Básico - Longo Prazo,
246,246,1.02.01.08.04,PIS  a Recuperar - Crédito Presumido - Longo Prazo,
247,247,1.02.01.08.05,COFINS  a Recuperar - Crédito Básico - Longo Prazo,
248,248,1.02.01.08.06,COFINS  a Recuperar - Crédito Presumido - Longo Prazo,
253,253,1.02.01.09,DESPESAS PAGAS ANTECIPADAMENTE - LONGO PRAZO,Despesas Operacionais
257,257,1.02.01.09.09,Outros Custos e Despesas Pagos Antecipadamente - Longo Prazo,Despesas Operacionais
261,261,1.02.01.10.10,Ativo Biológico Consumível - Origem Animal - Pelo Custo - Longo Prazo,
262,262,1.02.01.10.11,Ativo Biológico Consumível - Origem Vegetal - Pelo Custo - Longo Prazo,
267,267,1.02.01.15,OUTROS CRÉDITOS ? LONGO PRAZO,
268,268,1.02.01.15.01,Outros Créditos - Longo Prazo,
282,282,1.02.02.01.40,(-) Lucros a Apropriar em Vendas com Controladas -no País,Receita Total
283,283,1.02.02.01.41,(-) Lucros a Apropriar em Vendas com Coligadas -no País,Receita Total
284,284,1.02.02.01.42,(-) Lucros a Apropriar em Vendas com Joint Ventures -no País,Receita Total
285,285,1.02.02.01.43,(-) Lucros a Apropriar em Vendas com outras sociedades - Avaliadas pelo Método de Equivalência Patri,Receita Total
309,309,1.02.02.02.40,(-) Lucros a Apropriar em Vendas com Controladas - no Exterior ,Receita Total
310,310,1.02.02.02.41,(-) Lucros a Apropriar em Vendas com Coligadas - no Exterior ,Receita Total
311,311,1.02.02.02.42,(-) Lucros a Apropriar em Vendas com Joint Ventures - no Exterior ,Receita Total
312,312,1.02.02.02.43,(-) Lucros a Apropriar em Vendas com outras sociedades - Avaliadas pelo Método de Equivalência Patri,Receita Total
317,317,1.02.02.03.05,Imóveis Próprios  ?  Pelo Custo -  Propriedades para Investimento,
376,376,1.02.03.02.09,Outras Imobilizações por Arrendamento,Receita Total
384,384,1.02.03.04.03,Ativo Biológico de Produção - Origem Animal ? Pelo Custo,
385,385,1.02.03.04.04,Ativo Biológico de Produção - Origem Vegetal -  Pelo Custo,
441,441,1.02.06.01.01,Despesas Pré-Operacionais ou Pré-Industriais - Ativo Diferido,Despesas Operacionais
442,442,1.02.06.01.02,Despesas com Pesquisas Científicas ou Tecnológicas - Ativo Diferido,Despesas Operacionais
453,453,2.01.01.01.03,INSS a Recolher,
477,477,2.01.01.07.05,Arrendamento Mercantil - no País ? Circulante,Receita Total
478,478,2.01.01.07.06,Arrendamento Mercantil - no Exterior - Circulante,Receita Total
485,485,2.01.01.09.04,PIS a Recolher,
486,486,2.01.01.09.05,COFINS a Recolher,
513,513,2.01.01.13.25,Outros Títulos de Dívida a Pagar ? Pelo Custo Amortizado - Circulante,
514,514,2.01.01.13.27,(-) Custos a Amortizar ? Títulos de Dívida - Circulante,
521,521,2.01.01.15.01,Provisão para o Imposto de Renda,Receita Total
537,537,2.01.01.17.11,Faturamento para Entrega Futura - Circulante,Receita Total
540,540,2.01.01.17.15, Conta de Controle de Custo Contratado - Circulante,
541,541,2.01.01.17.16, Conta de Controle de Custo Orçado - Circulante,
545,545,2.01.01.19,Receitas Diferidas,Receita Total
546,546,2.01.01.19.01,Receitas Diferidas,Receita Total
547,547,2.01.01.19.02,(-) Custos Correspondentes às Receitas Diferidas,Receita Total
549,549,2.01.01.19.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP)  ? Receitas Diferidas,Receita Total
561,561,2.02.01.01.09,Arrendamento Mercantil - no País - Longo Prazo,Receita Total
562,562,2.02.01.01.10,Arrendamento Mercantil - no Exterior - Longo Prazo,Receita Total
584,584,2.02.01.07.25,Outros Títulos de Dívida a Pagar - ? Pelo Custo Amortizado  - Longo Prazo,
585,585,2.02.01.07.27,(-) Custos a Amortizar - Títulos de Dívida - Longo Prazo,
598,598,2.02.01.10.04,PIS a Recolher - Longo Prazo,
599,599,2.02.01.10.05,COFINS a Recolher - Longo Prazo,
614,614,2.02.01.11.15, Conta de Controle de Custo Contratado - Longo Prazo,
615,615,2.02.01.11.16, Conta de Controle de Custo Orçado - Longo Prazo,
621,621,2.02.01.21,RECEITAS DIFERIDAS,Receita Total
622,622,2.02.01.21.01,Receitas Diferidas,Receita Total
623,623,2.02.01.21.02,(-) Custos Correspondentes às Receitas Diferidas,Receita Total
625,625,2.02.01.21.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Receita Diferida - Longo Prazo,Receita Total
626,626,2.02.01.21.70,Subconta - Ajuste a Valor Justo ? Receita Diferida - Longo Prazo,Receita Total
627,627,2.02.01.21.90,Subconta ? Adoção Inicial -  Receita Diferida - Longo Prazo,Receita Total
662,662,2.03.03.01.01,Contrapartidas Ajustes Ativos Financeiros Disponíveis para Venda,Receita Total
671,671,2.03.03.02.01,Contrapartidas Ajustes Ativos Financeiros Disponíveis para Venda - Refexa,Receita Total
691,691,3.01.01.01,RECEITA LIQUIDA,Receita Total
692,692,3.01.01.01.01,RECEITA BRUTA,Receita Total
693,693,3.01.01.01.01.01,Receita de Exportação Direta de Mercadorias e Produtos,Receita Exportação
694,694,3.01.01.01.01.02,Receita de Vendas de Mercadorias e Produtos a Comercial Exportadora com Fim Específico de Exportação,Receita Exportação
695,695,3.01.01.01.01.03,Receita de Exportação de Serviços,Receita serviços
696,696,3.01.01.01.01.04,Receita da Venda de Produtos de Fabricação Própria no Mercado Interno,Receita Mercadorias
697,697,3.01.01.01.01.05,Receita da Revenda de Mercadorias no Mercado Interno,Receita Mercadorias
698,698,3.01.01.01.01.06,Receita da Prestação de Serviços no Mercado Interno,Receita serviços
699,699,3.01.01.01.01.07,Receita da Venda de Unidades Imobiliárias,Receita Total
700,700,3.01.01.01.01.08,Receita da Locação de Bens Móveis e Imóveis,Receita Mercadorias
701,701,3.01.01.01.01.20,Receita de Contrato de Construção,Receita Total
702,702,3.01.01.01.01.25,Receita de Direito de Exploração Serviço Público,Receita serviços
703,703,3.01.01.01.01.30,Receita de Securitização de Créditos,Receita Total
704,704,3.01.01.01.01.98,Outras Receitas da Atividade Geral,Receita Total
705,705,3.01.01.01.02,DEDUÇÕES DA RECEITA BRUTA,Receita Total
706,706,3.01.01.01.02.01,(-) Vendas Canceladas e Devoluções de Vendas,Receita Total
709,709,3.01.01.01.02.04,(-) COFINS Sobre Receita Bruta,Receita Total
710,710,3.01.01.01.02.05,(-) PIS/PASEP Sobre Receita Bruta,Receita Total
712,712,3.01.01.01.02.09,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,Receita serviços
713,713,3.01.01.01.02.10,(-) Ajuste a Valor Presente sobre Receita Bruta,Receita Total
714,714,3.01.01.03,CUSTO DOS BENS E SERVIÇOS,Custo Serviços
715,715,3.01.01.03.01,CUSTO DOS BENS E SERVIÇOS VENDIDOS DAS ATIVIDADES EM GERAL,Custo Serviços
716,716,3.01.01.03.01.01,(-) Custo dos Produtos de Fabricação Própria Vendidos,Custo Mercadorias
717,717,3.01.01.03.01.02,(-) Custo das Mercadorias Revendidas,Custo Mercadorias
718,718,3.01.01.03.01.03,(-) Custo dos Serviços Prestados,Custo Serviços
719,719,3.01.01.03.01.04,(-) Custo das Unidades Imobiliárias Vendidas,
720,720,3.01.01.03.01.20,(-) Custo de Construção,
721,721,3.01.01.03.01.30,(-) Custo de Operação de Securitização,
722,722,3.01.01.05,OUTRAS RECEITAS OPERACIONAIS,Receita Total
723,723,3.01.01.05.01,OUTRAS RECEITAS OPERACIONAIS DAS ATIVIDADES EM GERAL,Receita Total
725,725,3.01.01.05.01.02,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",Receita Total
727,727,3.01.01.05.01.04,Receitas de Juros sobre o Capital Próprio,Receita Total
728,728,3.01.01.05.01.05,Outras Receitas Financeiras,Receita Total
737,737,3.01.01.05.01.14,Receitas de Reclassificação de Ajustes de Avaliação Patrimonial,Receita Total
738,738,3.01.01.05.01.15,Receitas de Reclassificação de Ajustes de Avaliação Patrimonial - Reflexo,Receita Total
739,739,3.01.01.05.01.16,Receitas Financeiras Decorrentes de Ajustes ao Valor Presente,Receita Total
742,742,3.01.01.05.01.19,Receita de Aluguel de Bens Imóveis - Atividade Não Principal,Receita Mercadorias
743,743,3.01.01.05.01.20,Receita de Aluguel de Bens Móveis - Atividade Não Principal,Receita Mercadorias
744,744,3.01.01.05.01.21,Créditos Presumidos de IPI,
745,745,3.01.01.05.01.22,Créditos Presumidos de PIS/COFINS,Créditos PIS
746,746,3.01.01.05.01.23,Outros Créditos Fiscais Presumidos,
748,748,3.01.01.05.01.25,Lucros e Dividendos Derivados de Participações Societárias Avaliadas pelo Custos de Aquisição,
749,749,3.01.01.05.01.26,Receitas com Empréstimos de Valores Mobiliários,Receita Total
755,755,3.01.01.05.01.32,Juros Auferidos com Outros Ativos Financeiros Mensurados Pelo Custo Amortizado,
757,757,3.01.01.05.01.34,Ganho de Ajustes a Valor Justo  - Instrumentos Financeiros  Disponíveis para Venda - Reclassificação,Receita Total
764,764,3.01.01.05.01.41,Ganho de Ajustes a Valor Justo - Ativos Não Circulantes Mantidos para Venda,Receita Total
770,770,3.01.01.05.01.99,Outras Receitas Operacionais,Receita Total
771,771,3.01.01.07,DESPESAS OPERACIONAIS,Despesas Operacionais
772,772,3.01.01.07.01,DESPESAS OPERACIONAIS DAS ATIVIDADES EM GERAL,Despesas Operacionais
786,786,3.01.01.07.01.14,(-) PIS/PASEP,
787,787,3.01.01.07.01.15,(-) COFINS,
789,789,3.01.01.07.01.17,(-) Arrendamento Mercantil,Receita Total
791,791,3.01.01.07.01.19,(-) Despesas com Veículos e de Conservação de Bens e Instalações,Despesas Operacionais
797,797,3.01.01.07.01.25,(-) Perdas em Operações de Crédito,
807,807,3.01.01.07.01.35,(-) Bens de Pequeno Valor Unitário ou de Vida Útil de até um Ano Deduzidos como Despesa,Despesas Operacionais
808,808,3.01.01.07.01.36,(-) Despesas com Energia Elétrica,Despesas Operacionais
809,809,3.01.01.07.01.37,(-) Despesas com Água e Esgoto,Despesas Operacionais
810,810,3.01.01.07.01.38,(-) Despesas com Telefone e Internet,Despesas Operacionais
811,811,3.01.01.07.01.39,(-) Despesas com Correios e Malotes,Despesas Operacionais
812,812,3.01.01.07.01.40,(-) Despesas com Seguros,Despesas Operacionais
813,813,3.01.01.09,OUTRAS DESPESAS OPERACIONAIS,Despesas Operacionais
814,814,3.01.01.09.01,OUTRAS DESPESAS OPERACIONAIS DAS ATIVIDADES EM GERAL,Despesas Operacionais
816,816,3.01.01.09.01.02,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",Receita Total
818,818,3.01.01.09.01.04,(-) Despesas de Juros sobre o Capital Próprio,Despesas Operacionais
819,819,3.01.01.09.01.05,(-) Despesas de Remuneração de Debêntures,Folha Total
821,821,3.01.01.09.01.07,(-) Despesas Financeiras Relativas à Arrendamento Mercantil Financeiro,Receita Total
822,822,3.01.01.09.01.08,(-) Outras Despesas Financeiras,Despesas Operacionais
827,827,3.01.01.09.01.13,(-) Despesas de Reclassificação de Ajustes de Avaliação Patrimonial,Despesas Operacionais
828,828,3.01.01.09.01.14,(-) Despesas de Reclassificação de Ajustes de Avaliação Patrimonial -Reflexo,Despesas Operacionais
829,829,3.01.01.09.01.15,(-) Despesas Financeiras Decorrentes dos Ajustes ao Valor Presente,Despesas Operacionais
834,834,3.01.01.09.01.20,(-) Despesas com Empréstimos de Valores Mobiliários,Despesas Operacionais
835,835,3.01.01.09.01.21,(-) Despesas com Corretagem e Emolumentos,Despesas Operacionais
836,836,3.01.01.09.01.22,(-) Despesas  com Deságio na Cessão de Títulos,Despesas Operacionais
837,837,3.01.01.09.01.23,(-) Despesas Incorridas em Operações de Mútuo ? Parte Relacionada,Despesas Operacionais
838,838,3.01.01.09.01.24,(-) Despesas Incorridas em Operações de Mútuo ? Parte Não Relacionada,Despesas Operacionais
839,839,3.01.01.09.01.25,(-) Despesas Incorridas  em Outros Passivos Financeiros Mensurados Pelo Custo Amortizado,Despesas Operacionais
841,841,3.01.01.09.01.27,(-) Perda de Ajuste a Valor Justo - Instrumentos Financeiros  Disponíveis para Venda - Reclassificaç,Receita Total
848,848,3.01.01.09.01.34,(-) Perda de Ajuste a Valor Justo - Ativos Não Circulantes Mantidos para Venda,Receita Total
854,854,3.01.01.09.01.99,(-) Outras Despesas Operacionais,Despesas Operacionais
855,855,3.01.01.11,"OUTRAS RECEITAS, OUTRAS DESPESAS E RESULTADO DE OPERAÇÕES DESCONTINUADAS",Receita Total
856,856,3.01.01.11.01,"OUTRAS RECEITAS, OUTRAS DESPESAS E RESULTADO DE OPERAÇÕES DESCONTINUADAS DAS ATIVIDADES EM GERAL",Receita Total
857,857,3.01.01.11.01.01,Receitas na Alienação de Participações Integrantes do Ativo Circulante ou do Ativo Realizável a Long,Receita Total
858,858,3.01.01.11.01.02,"Receitas de Alienações de Bens e Direitos do Ativo Não Circulante Investimentos, Imobilizado e Intan",Receita Mercadorias
863,863,3.01.01.11.01.07,Receitas de Operações Descontinuadas,Receita Total
864,864,3.01.01.11.01.08,(-) Despesas de Operações Descontinuadas,Despesas Operacionais
880,880,3.02.01.01.01.02,(-) Provisão para Imposto de Renda - Pessoa Jurídica (Atividade Geral e Rural),Receita Total
